ID,Type,Fellowship Win Rate,Fellowship Games Played,Fellowship Rating,Movie Win Rate,Movie Games Played,Movie Rating,Expanded Win Rate,Expanded Games Played,Expanded Rating
The Prancing Pony, site,0.49841068022886204,1573,High Play Rate with Average Strength,,,N/A,,,N/A
Midgewater Marshes, site,0.5262008733624454,458,High Play Rate with Average Strength,,,N/A,,,N/A
101_59, site,0.5618811881188119,404,High Play Rate with Average Strength,,,N/A,,,N/A
Dwarrowdelf Chamber, site,0.5227272727272727,352,High Play Rate with Average Strength,,,N/A,,,N/A
The Bridge of Khazad-dum, site,0.498545101842871,3093,High Play Rate with Average Strength,,,N/A,0.5230769230769231,130,High Play Rate with Average Strength
Galadriel's Glade, site,0.53125,320,High Play Rate with Average Strength,,,N/A,,,N/A
Anduin Confluence, site,0.4776931447225245,919,High Play Rate with Average Strength,,,N/A,,,N/A
Gates of Argonath, site,0.4666666666666667,285,High Play Rate with Average Strength,,,N/A,,,N/A
Tol Brandir, site,0.4739583333333333,576,High Play Rate with Average Strength,,,N/A,,,N/A
101_45, drawDeck,0.505338078291815,281,High Play Rate with Average Strength,0.34210526315789475,114,Redeemable,0.4666666666666667,15,Average
101_48, drawDeck,0.44516129032258067,465,High Play Rate with Average Strength,0.3894736842105263,95,Redeemable,,2,Unplayed
Gimli's Helm, drawDeck,0.4305343511450382,655,High Play Rate with Average Strength,0.587890625,512,High Play Rate with Average Strength,0.4931506849315068,73,High Play Rate with Average Strength
Ulaire Cantea: Lieutenant of Dol Guldur, drawDeck,0.504750593824228,842,High Play Rate with Average Strength,0.38271604938271603,81,Redeemable,0.2222222222222222,9,Trash
Ulaire Enquea: Lieutenant of Morgul, drawDeck,0.5224719101123596,1780,High Play Rate with Average Strength,0.5171614100185529,2156,High Play Rate with Average Strength,0.4961832061068702,262,High Play Rate with Average Strength
Enduring Evil, drawDeck,0.41150442477876104,226,Average,0.46963562753036436,247,High Play Rate with Average Strength,0.5833333333333334,12,Average
Hate, drawDeck,0.4808362369337979,574,High Play Rate with Average Strength,0.49595687331536387,371,High Play Rate with Average Strength,0.23076923076923078,13,Trash
Morgul Skulker, drawDeck,0.48095238095238096,210,Average,0.5362318840579711,345,High Play Rate with Average Strength,0.3333333333333333,9,Redeemable
Orc Assassin, drawDeck,0.46511627906976744,430,High Play Rate with Average Strength,0.3333333333333333,69,Redeemable,0.6,5,Sleeper or Niche Power Picks
Orc Bowmen, drawDeck,0.4641255605381166,446,High Play Rate with Average Strength,0.3872832369942196,173,Redeemable,0.2222222222222222,9,Trash
Thrarin: Dwarven Smith, drawDeck,0.5121212121212121,990,High Play Rate with Average Strength,0.5620253164556962,395,High Play Rate with Average Strength,0.43859649122807015,57,High Play Rate with Average Strength
Under the Watching Eye, drawDeck,0.46582278481012657,395,High Play Rate with Average Strength,0.3765432098765432,162,Redeemable,0.3,10,Redeemable
There and Back Again, drawDeck,0.5565669700910273,769,High Play Rate with Average Strength,0.5062937062937063,715,High Play Rate with Average Strength,0.36363636363636365,44,Redeemable
Hobbit Stealth, drawDeck,0.4833574529667149,1382,High Play Rate with Average Strength,0.2903225806451613,31,Trash,0.375,8,Redeemable
Delving, drawDeck,0.35294117647058826,68,Redeemable,0.5570175438596491,228,High Play Rate with Average Strength,0.375,8,Redeemable
Hand Axe, drawDeck,0.4145616641901932,673,High Play Rate with Average Strength,0.5415472779369628,698,High Play Rate with Average Strength,0.4336283185840708,113,High Play Rate with Average Strength
Mithril-coat, drawDeck,0.5037037037037037,945,High Play Rate with Average Strength,0.5340909090909091,176,High Play Rate with Average Strength,0.5652173913043478,23,Average
Tidings of Erebor, drawDeck,0.36363636363636365,33,Redeemable,0.75,64,Standard Power Picks,0.3333333333333333,3,Redeemable
Dwarven Bracers, drawDeck,0.40902021772939345,643,High Play Rate with Average Strength,0.5270935960591133,609,High Play Rate with Average Strength,0.5045045045045045,111,High Play Rate with Average Strength
Memory of Many Things, drawDeck,0.5048076923076923,208,Average,0.26666666666666666,30,Trash,0.5,2,Unplayed
Tower Assassin, drawDeck,0.47843137254901963,765,High Play Rate with Average Strength,0.5155038759689923,258,High Play Rate with Average Strength,0.36363636363636365,33,Redeemable
Book of Mazarbul, drawDeck,0.4211764705882353,425,High Play Rate with Average Strength,0.39285714285714285,28,Redeemable,,1,Unplayed
Too Great and Terrible, drawDeck,0.5441941074523396,577,High Play Rate with Average Strength,0.5521472392638037,163,High Play Rate with Average Strength,0.5928571428571429,140,High Play Rate with Average Strength
Farin: Dwarven Emissary, drawDeck,0.43207126948775054,449,High Play Rate with Average Strength,0.5454545454545454,22,Low Play Rate with Average Strength,,,N/A
Gimli: Dwarf of Erebor, drawDeck,0.2413793103448276,29,Trash,0.36363636363636365,11,Redeemable,,,N/A
Sam: Son of Hamfast, drawDeck,0.5184397163120568,1410,High Play Rate with Average Strength,0.5365429234338747,1724,High Play Rate with Average Strength,0.5,2,Unplayed
Sting, drawDeck,0.49262792714657416,2306,High Play Rate with Average Strength,0.4666666666666667,210,High Play Rate with Average Strength,0.2765957446808511,47,Trash
Dwarven Axe, drawDeck,0.4266409266409266,518,High Play Rate with Average Strength,0.5432300163132137,613,High Play Rate with Average Strength,0.4755244755244755,143,High Play Rate with Average Strength
O Elbereth, drawDeck,0.5308246597277823,1249,High Play Rate with Average Strength,0.5108877721943048,597,High Play Rate with Average Strength,0.40298507462686567,67,High Play Rate with Average Strength
Fror: Gimli's Kinsman, drawDeck,0.42596810933940776,439,High Play Rate with Average Strength,0.35294117647058826,17,Redeemable,0.5,12,Average
Aragorn: Heir to the White City, drawDeck,0.5076923076923077,715,High Play Rate with Average Strength,0.4105263157894737,95,Average,0.375,8,Redeemable
Bree Streets, site,0.544,625,High Play Rate with Average Strength,,,N/A,,,N/A
Ford of Bruinen, site,0.5295238095238095,1050,High Play Rate with Average Strength,,,N/A,,,N/A
Hollin, site,0.5010183299389002,491,High Play Rate with Average Strength,,,N/A,,,N/A
Valley of the Silverlode, site,0.5029821073558648,503,High Play Rate with Average Strength,,,N/A,,,N/A
Anduin Wilderland, site,0.5301866081229418,911,High Play Rate with Average Strength,,,N/A,,,N/A
101_63, site,0.5193905817174516,722,High Play Rate with Average Strength,,,N/A,,,N/A
Summit of Amon Hen, site,0.5118343195266272,1352,High Play Rate with Average Strength,,,N/A,,,N/A
Ranger's Sword, drawDeck,0.5046972860125261,1916,High Play Rate with Average Strength,0.41916167664670656,334,High Play Rate with Average Strength,0.3076923076923077,13,Redeemable
The Saga of Elendil, drawDeck,0.5119453924914675,586,High Play Rate with Average Strength,0.37583892617449666,298,Redeemable,0.373134328358209,67,Redeemable
All Blades Perish, drawDeck,0.4276315789473684,152,Average,0.43558282208588955,163,High Play Rate with Average Strength,0.5555555555555556,9,Low Play Rate with Average Strength
Black Breath, drawDeck,0.5348837209302325,602,High Play Rate with Average Strength,0.487012987012987,154,High Play Rate with Average Strength,0.4166666666666667,24,Average
Blade Tip, drawDeck,0.5316804407713499,726,High Play Rate with Average Strength,0.5263157894736842,114,Average,0.5,26,Average
Morgul Blade, drawDeck,0.4609053497942387,243,High Play Rate with Average Strength,,8,Unplayed,0.6666666666666666,3,Sleeper or Niche Power Picks
Morgul Gates, drawDeck,0.5343137254901961,816,High Play Rate with Average Strength,0.4878048780487805,123,Average,0.46153846153846156,13,Average
Nazgul Sword, drawDeck,0.5040650406504065,615,High Play Rate with Average Strength,0.5102040816326531,49,Average,0.46153846153846156,26,Average
The Pale Blade, drawDeck,0.5487012987012987,616,High Play Rate with Average Strength,0.5136363636363637,220,High Play Rate with Average Strength,0.4166666666666667,12,Average
Relentless Charge, drawDeck,0.5574912891986062,574,High Play Rate with Average Strength,0.3333333333333333,27,Redeemable,0.5882352941176471,17,Average
Threshold of Shadow, drawDeck,0.4785276073619632,163,Average,0.2,15,Trash,1,1,Unplayed
Ulaire Attea: Keeper of Dol Guldur, drawDeck,0.540084388185654,711,High Play Rate with Average Strength,0.5428571428571428,140,High Play Rate with Average Strength,0.3333333333333333,12,Redeemable
Ulaire Toldea: Messenger of Morgul, drawDeck,0.5377358490566038,742,High Play Rate with Average Strength,0.46332046332046334,259,High Play Rate with Average Strength,0.6,5,Sleeper or Niche Power Picks
The Witch-king: Lord of Angmar, drawDeck,0.5364741641337386,658,High Play Rate with Average Strength,0.3404255319148936,47,Redeemable,0.3,10,Redeemable
Wreathed in Shadow, drawDeck,0.5646766169154229,402,High Play Rate with Average Strength,0.42105263157894735,38,Low Play Rate with Average Strength,0.38461538461538464,13,Redeemable
Merry: Friend to Sam, drawDeck,0.5745412844036697,872,High Play Rate with Average Strength,0.5327272727272727,550,High Play Rate with Average Strength,0.27906976744186046,43,Trash
Pippin: Hobbit of Some Intelligence, drawDeck,0.5823863636363636,352,High Play Rate with Average Strength,0.4406779661016949,59,Average,0.6666666666666666,15,Standard Power Picks
Asfaloth, drawDeck,0.5031133250311333,803,High Play Rate with Average Strength,0.4840255591054313,626,High Play Rate with Average Strength,0.46153846153846156,26,Average
Boromir: Son of Denethor, drawDeck,0.5671641791044776,603,High Play Rate with Average Strength,0.47489539748953974,478,High Play Rate with Average Strength,0.5,4,Low Play Rate with Average Strength
Arwen: Daughter of Elrond, drawDeck,0.5056518462697814,1327,High Play Rate with Average Strength,0.42857142857142855,14,Low Play Rate with Average Strength,0.43478260869565216,23,Average
Elven Bow, drawDeck,0.4568421052631579,475,High Play Rate with Average Strength,0.40625,384,High Play Rate with Average Strength,0.5,76,High Play Rate with Average Strength
Gwemegil, drawDeck,0.495398773006135,1304,High Play Rate with Average Strength,0.4503424657534247,584,High Play Rate with Average Strength,0.4117647058823529,34,High Play Rate with Average Strength
The Last Alliance of Elves and Men, drawDeck,0.5186246418338109,1047,High Play Rate with Average Strength,0.4780564263322884,638,High Play Rate with Average Strength,0.375,48,Redeemable
Legolas: Greenleaf , drawDeck,0.5350877192982456,114,Average,0.5571428571428572,70,Average,,,N/A
The Tale of Gil-galad, drawDeck,0.4703296703296703,455,High Play Rate with Average Strength,0.45822454308093996,766,High Play Rate with Average Strength,0.4528301886792453,53,High Play Rate with Average Strength
Aragorn: Ranger of the North, drawDeck,0.5580774365821095,749,High Play Rate with Average Strength,0.4808823529411765,680,High Play Rate with Average Strength,0.6,20,Standard Power Picks
Aragorn's Bow, drawDeck,0.5174076057846813,1867,High Play Rate with Average Strength,0.45611015490533563,581,High Play Rate with Average Strength,0.37777777777777777,90,Redeemable
Armor, drawDeck,0.5207667731629393,1565,High Play Rate with Average Strength,0.4308093994778068,383,High Play Rate with Average Strength,0.46835443037974683,79,High Play Rate with Average Strength
Gandalf: The Grey Pilgrim, drawDeck,0.5257214554579673,797,High Play Rate with Average Strength,0.5454545454545454,132,Average,0.625,8,Sleeper or Niche Power Picks
Secret Sentinels, drawDeck,0.5398773006134969,1141,High Play Rate with Average Strength,0.4946727549467275,657,High Play Rate with Average Strength,0.375,24,Redeemable
Ulaire Nelya: Ringwraith in Twilight, drawDeck,0.5117647058823529,680,High Play Rate with Average Strength,0.4788732394366197,497,High Play Rate with Average Strength,0.65,20,Standard Power Picks
Elrond: Herald to Gil-galad, drawDeck,0.54,1000,High Play Rate with Average Strength,0.5003940110323088,1269,High Play Rate with Average Strength,0.5087719298245614,57,High Play Rate with Average Strength
Vilya, drawDeck,0.5614366729678639,529,High Play Rate with Average Strength,0.46131805157593125,1047,High Play Rate with Average Strength,0.1111111111111111,9,Trash
Might of Numenor, drawDeck,0.41721854304635764,151,Average,0.38009049773755654,221,Redeemable,0.3548387096774194,62,Redeemable
Flaming Brand, drawDeck,0.5151679306608884,1846,High Play Rate with Average Strength,0.45132743362831856,113,Average,0.4666666666666667,75,High Play Rate with Average Strength
Galadriel: Lady of the Golden Wood, drawDeck,0.5091819699499165,599,High Play Rate with Average Strength,0.4927536231884058,345,High Play Rate with Average Strength,0.3157894736842105,19,Redeemable
East Road, site,0.4198473282442748,131,Average,,,N/A,,,N/A
Trollshaw Forest, site,0.43189964157706096,558,High Play Rate with Average Strength,,,N/A,,,N/A
Council Courtyard, site,0.41217798594847777,427,High Play Rate with Average Strength,,,N/A,,,N/A
Great Chasm, site,0.4739583333333333,192,Average,,,N/A,,,N/A
Dimrill Dale, site,0.517948717948718,585,High Play Rate with Average Strength,,,N/A,,,N/A
Brown Lands, site,0.4473684210526316,190,Average,,,N/A,,,N/A
Goblin Armory, drawDeck,0.5352760736196319,652,High Play Rate with Average Strength,0.4788732394366197,142,High Play Rate with Average Strength,0.3409090909090909,44,Redeemable
Goblin Marksman, drawDeck,0.436046511627907,172,Average,0.2222222222222222,18,Trash,0.37142857142857144,35,Redeemable
Goblin Runner, drawDeck,0.5412054120541205,813,High Play Rate with Average Strength,0.524,250,High Play Rate with Average Strength,0.34146341463414637,82,Redeemable
Goblin Scimitar, drawDeck,0.5241809672386896,641,High Play Rate with Average Strength,0.46808510638297873,141,High Play Rate with Average Strength,0.2857142857142857,35,Trash
Goblin Swarms, drawDeck,0.5420560747663551,535,High Play Rate with Average Strength,0.5086206896551724,116,Average,0.3125,32,Redeemable
Host of Thousands, drawDeck,0.5438972162740899,467,High Play Rate with Average Strength,0.5333333333333333,120,Average,0.23684210526315788,38,Trash
They Are Coming, drawDeck,0.5570934256055363,578,High Play Rate with Average Strength,0.49295774647887325,142,High Play Rate with Average Strength,0.37254901960784315,51,Redeemable
Hobbit Intuition, drawDeck,0.525,720,High Play Rate with Average Strength,0.41935483870967744,155,High Play Rate with Average Strength,0.48,25,Average
Sam: Faithful Companion, drawDeck,0.4251968503937008,127,Average,0.5882352941176471,17,Low Play Rate with Average Strength,0.3333333333333333,3,Redeemable
Dwarven Armor, drawDeck,0.39748953974895396,239,Redeemable,0.5410764872521246,353,High Play Rate with Average Strength,0.4716981132075472,53,High Play Rate with Average Strength
A Promise, drawDeck,0.5063829787234042,235,Average,0.528023598820059,339,High Play Rate with Average Strength,0.37254901960784315,51,Redeemable
Archer Commander, drawDeck,0.43636363636363634,165,Average,0.3,10,Redeemable,0.2413793103448276,29,Trash
Goblin Bowman, drawDeck,0.45054945054945056,182,Average,0.35135135135135137,37,Redeemable,0.3611111111111111,36,Redeemable
Moria Archer Troop, drawDeck,0.4482758620689655,174,Average,0.41379310344827586,29,Low Play Rate with Average Strength,0.3548387096774194,31,Redeemable
Song of Durin, drawDeck,0.41414141414141414,297,High Play Rate with Average Strength,0.6571428571428571,35,Sleeper or Niche Power Picks,,,N/A
Grimir: Dwarven Elder, drawDeck,0.37209302325581395,43,Redeemable,0.5806451612903226,31,Low Play Rate with Average Strength,0.42857142857142855,14,Average
Relics of Moria, drawDeck,0.544280442804428,542,High Play Rate with Average Strength,0.582089552238806,67,Average,0.28,25,Trash
Gimli: Dwarf of the Mountain-race, drawDeck,0.2676056338028169,71,Trash,,,N/A,0.3333333333333333,6,Redeemable
Bill the Pony, drawDeck,0.42016806722689076,238,High Play Rate with Average Strength,0.6287878787878788,132,Meta Dominating Power Picks,0.5789473684210527,19,Average
Frying Pan, drawDeck,0.5,768,High Play Rate with Average Strength,0.4967948717948718,312,High Play Rate with Average Strength,0.3333333333333333,12,Redeemable
Farmer Maggot's Fields, site,0.6229508196721312,122,Standard Power Picks,,,N/A,,,N/A
Weathertop, site,0.49216300940438873,319,High Play Rate with Average Strength,,,N/A,,,N/A
Eregion Hills, site,0.4416058394160584,822,High Play Rate with Average Strength,,,N/A,,,N/A
Caras Galadhon, site,0.47193347193347196,962,High Play Rate with Average Strength,,,N/A,,,N/A
101_2, drawDeck,0.4666666666666667,15,Unplayed,0.6153846153846154,13,Sleeper or Niche Power Picks,0.4411764705882353,34,High Play Rate with Average Strength
101_3, drawDeck,0.452755905511811,508,High Play Rate with Average Strength,0.35555555555555557,45,Redeemable,1,1,Unplayed
101_37, drawDeck,0.6070175438596491,285,Meta Dominating Power Picks,0.5551330798479087,263,High Play Rate with Average Strength,0.5625,32,High Play Rate with Average Strength
101_39, drawDeck,0.5084175084175084,297,High Play Rate with Average Strength,0.5263157894736842,247,High Play Rate with Average Strength,0.5,30,Average
101_40, drawDeck,0.5025252525252525,396,High Play Rate with Average Strength,0.5013192612137203,379,High Play Rate with Average Strength,0.6363636363636364,22,Standard Power Picks
101_53, drawDeck,0.5558035714285714,448,High Play Rate with Average Strength,0.5170068027210885,294,High Play Rate with Average Strength,0.4444444444444444,18,Average
Gimli's Battle Axe, drawDeck,0.4359925788497217,539,High Play Rate with Average Strength,0.5684210526315789,190,High Play Rate with Average Strength,0.125,8,Trash
Black Steed, drawDeck,0.5560165975103735,241,High Play Rate with Average Strength,0.46296296296296297,54,Average,0.5,6,Low Play Rate with Average Strength
Lord of Moria, drawDeck,0.20689655172413793,58,Trash,0.5598086124401914,209,High Play Rate with Average Strength,0.13333333333333333,15,Trash
Fear, drawDeck,0.43315508021390375,187,Average,0.5053763440860215,186,High Play Rate with Average Strength,,,N/A
Frozen by Fear, drawDeck,0.37383177570093457,107,Redeemable,0.5,2,Unplayed,,,N/A
Ulaire Lemenya: Lieutenant of Morgul, drawDeck,0.44761904761904764,210,Average,0.41379310344827586,29,Low Play Rate with Average Strength,0.25,4,Trash
Stairs of Khazad-dum, drawDeck,0.391304347826087,138,Redeemable,,,N/A,0.3333333333333333,3,Redeemable
1_286*, drawDeck,0.6379310344827587,116,Standard Power Picks,0.7333333333333333,15,Sleeper or Niche Power Picks,,,N/A
Axe Strike, drawDeck,0.3776595744680851,188,Redeemable,0.5631768953068592,277,High Play Rate with Average Strength,0.26666666666666666,15,Trash
Power According to His Stature, drawDeck,0.44408427876823336,617,High Play Rate with Average Strength,0.47540983606557374,183,High Play Rate with Average Strength,0.5,36,High Play Rate with Average Strength
Cleaving Blow, drawDeck,0.31958762886597936,97,Redeemable,,1,Unplayed,0.058823529411764705,17,Trash
Legolas: Greenleaf, drawDeck,0.5365572826712723,1737,High Play Rate with Average Strength,0.5050505050505051,1188,High Play Rate with Average Strength,0.34615384615384615,26,Redeemable
Endurance of Dwarves, drawDeck,0.29878048780487804,164,Trash,0.47863247863247865,117,Average,0.2,5,Trash
Flurry of Blows, drawDeck,0.36823104693140796,277,Redeemable,0.4311377245508982,167,High Play Rate with Average Strength,0.06666666666666667,15,Trash
Helpless, drawDeck,0.35175879396984927,199,Redeemable,0.5825242718446602,103,Average,0.5,2,Unplayed
It Wants to be Found, drawDeck,0.48195876288659795,388,High Play Rate with Average Strength,0.4882075471698113,424,High Play Rate with Average Strength,0.5882352941176471,17,Average
Ulaire Attea: The Easterling, drawDeck,0.35294117647058826,187,Redeemable,0.43859649122807015,114,Average,0.55,20,Average
Ulaire Enquea: Ringwraith in Twilight, drawDeck,0.3804347826086957,276,Redeemable,0.48494983277591974,299,High Play Rate with Average Strength,0.5686274509803921,51,High Play Rate with Average Strength
The Witch-king: Lord of the Nazgul, drawDeck,0.4530120481927711,415,High Play Rate with Average Strength,0.49257425742574257,404,High Play Rate with Average Strength,0.5,42,High Play Rate with Average Strength
Great Works Begun There, drawDeck,0.29310344827586204,58,Trash,0.3333333333333333,15,Redeemable,,,N/A
Ulaire Otsea: Ringwraith in Twilight, drawDeck,0.4100418410041841,239,High Play Rate with Average Strength,0.41237113402061853,97,Average,0.5555555555555556,9,Low Play Rate with Average Strength
Ulaire Nertea: Messenger of Dol Guldur, drawDeck,0.45219638242894056,387,High Play Rate with Average Strength,0.42660550458715596,218,High Play Rate with Average Strength,0.5789473684210527,57,High Play Rate with Average Strength
Beneath the Mountains, drawDeck,0.42592592592592593,108,Average,0.5568181818181818,88,Average,0.3333333333333333,33,Redeemable
Realm of Dwarrowdelf, drawDeck,0.5342465753424658,73,Low Play Rate with Average Strength,0.5555555555555556,81,Average,0.5882352941176471,17,Average
Gloin: Friend to Thorin, drawDeck,0.4349775784753363,446,High Play Rate with Average Strength,0.6068376068376068,117,Meta Dominating Power Picks,0.3333333333333333,15,Redeemable
Westfarthing, site,0.34285714285714286,105,Redeemable,,,N/A,,,N/A
Shores of Nen Hithoel, site,0.5220264317180616,908,High Play Rate with Average Strength,,,N/A,0.5,14,Average
Orc Ambusher, drawDeck,0.4536082474226804,485,High Play Rate with Average Strength,0.17647058823529413,17,Trash,0.6,5,Sleeper or Niche Power Picks
Orc Scouting Band, drawDeck,0.45368171021377673,421,High Play Rate with Average Strength,0.3442622950819672,122,Redeemable,0.2,10,Trash
You Bring Great Evil, drawDeck,0.5035460992907801,141,Average,0.35714285714285715,14,Redeemable,0.3333333333333333,3,Redeemable
Till Durin Wakes Again, drawDeck,0.4325068870523416,363,High Play Rate with Average Strength,0.5,20,Low Play Rate with Average Strength,0.46551724137931033,58,High Play Rate with Average Strength
Orc Inquisitor, drawDeck,0.375,144,Redeemable,0.234375,64,Trash,0.25,20,Trash
Silverlode Banks, site,0.4682860998650472,741,High Play Rate with Average Strength,,,N/A,,,N/A
Anduin Banks, site,0.47619047619047616,714,High Play Rate with Average Strength,0.5250855188141391,1754,High Play Rate with Average Strength,0.4723404255319149,235,High Play Rate with Average Strength
Emyn Muil, site,0.45017182130584193,291,High Play Rate with Average Strength,,,N/A,,,N/A
A Ranger's Versatility, drawDeck,0.6574074074074074,108,Standard Power Picks,,1,Unplayed,0.5,24,Average
In the Ringwraith's Wake, drawDeck,0.422680412371134,97,Average,0.4418604651162791,86,Average,0.25,4,Trash
Hobbit Sword, drawDeck,0.5143338954468802,593,High Play Rate with Average Strength,0.48590604026845635,745,High Play Rate with Average Strength,0.34579439252336447,107,Redeemable
Orophin: Lorien Bowman, drawDeck,0.5245901639344263,610,High Play Rate with Average Strength,0.49411764705882355,85,Average,0.35,20,Redeemable
Rumil: Elven Protector, drawDeck,0.5359195402298851,696,High Play Rate with Average Strength,0.5560344827586207,232,High Play Rate with Average Strength,0.2857142857142857,28,Trash
Blade of Gondor, drawDeck,0.48660714285714285,672,High Play Rate with Average Strength,0.3442622950819672,183,Redeemable,0.46153846153846156,39,High Play Rate with Average Strength
The Balrog: Durin's Bane, drawDeck,0.4699738903394256,766,High Play Rate with Average Strength,,,N/A,,,N/A
Calaglin: Elf of Lorien, drawDeck,0.4796747967479675,246,High Play Rate with Average Strength,0.5,88,Average,0.16666666666666666,6,Trash
Boromir: Defender of Minas Tirith, drawDeck,0.5147058823529411,340,High Play Rate with Average Strength,0.2727272727272727,22,Trash,0.5,14,Average
Gondor Bowmen, drawDeck,0.5322862129144852,573,High Play Rate with Average Strength,0.42138364779874216,318,High Play Rate with Average Strength,0.4111111111111111,90,High Play Rate with Average Strength
Can You Protect Me From Yourself, drawDeck,0.3049645390070922,141,Redeemable,0.3333333333333333,3,Unplayed,0.5294117647058824,17,Average
Isengard Smith, drawDeck,0.51931330472103,233,Average,0.4824561403508772,114,Average,0.5555555555555556,9,Low Play Rate with Average Strength
Isengard Warrior, drawDeck,0.527027027027027,222,Average,0.6683168316831684,202,Meta Dominating Power Picks,0.5714285714285714,14,Average
Orc Commander, drawDeck,0.5423728813559322,177,Average,0.4954954954954955,111,Average,0.5714285714285714,14,Average
Galadriel: Lady of Light, drawDeck,0.5269709543568465,482,High Play Rate with Average Strength,0.3492063492063492,126,Redeemable,,2,Unplayed
News of Mordor, drawDeck,0.36363636363636365,22,Redeemable,0.5,6,Unplayed,0.3333333333333333,3,Redeemable
101_42, drawDeck,0.48695652173913045,115,Average,0.35294117647058826,34,Redeemable,,2,Unplayed
101_43, drawDeck,0.4868421052631579,152,Average,0.4,50,Average,0.3333333333333333,3,Redeemable
The Nine Servants of Sauron, drawDeck,0.6444444444444445,45,Sleeper or Niche Power Picks,,,N/A,0.6,10,Sleeper or Niche Power Picks
Shoulder to Shoulder, drawDeck,0.5333333333333333,120,Average,0.4859154929577465,142,High Play Rate with Average Strength,0.2222222222222222,9,Trash
His Terrible Servants, drawDeck,0.5137614678899083,218,Average,0.5145228215767634,241,High Play Rate with Average Strength,0.5757575757575758,33,High Play Rate with Average Strength
Gates of the Dead City, drawDeck,0.46445497630331756,211,Average,0.4194915254237288,236,High Play Rate with Average Strength,0.5454545454545454,22,Average
Rivendell Valley, site,0.4474885844748858,219,Average,,,N/A,,,N/A
Moria Lake, site,0.5458333333333333,480,High Play Rate with Average Strength,,,N/A,,,N/A
Lothlorien Woods, site,0.44368600682593856,293,High Play Rate with Average Strength,,,N/A,,,N/A
Desperate Defense of the Ring, drawDeck,0.37142857142857144,210,Redeemable,0.35344827586206895,348,Redeemable,0.2903225806451613,31,Trash
Thin and Stretched, drawDeck,0.3695652173913043,230,Redeemable,0.3860182370820669,329,Redeemable,0.3125,32,Redeemable
Bow of the Galadhrim, drawDeck,0.3984526112185687,517,Redeemable,0.4595744680851064,235,High Play Rate with Average Strength,0.42857142857142855,35,High Play Rate with Average Strength
Celeborn: Lord of Lorien, drawDeck,0.49732620320855614,374,High Play Rate with Average Strength,0.3548387096774194,155,Redeemable,0.38095238095238093,21,Redeemable
Aragorn: King in Exile, drawDeck,0.4785202863961814,838,High Play Rate with Average Strength,0.47368421052631576,304,High Play Rate with Average Strength,0.5217391304347826,23,Average
Double Shot, drawDeck,0.4119496855345912,318,High Play Rate with Average Strength,0.42196531791907516,346,High Play Rate with Average Strength,0.5531914893617021,47,High Play Rate with Average Strength
Haldir: Elf of the Golden Wood, drawDeck,0.46875,96,Average,,,N/A,,,N/A
Orc Warrior, drawDeck,0.25,12,Unplayed,,,N/A,,,N/A
Legolas: Son of Thranduil, drawDeck,0.521978021978022,182,Average,0.25,4,Unplayed,0.5,8,Low Play Rate with Average Strength
Forests of Lothlorien, drawDeck,0.08333333333333333,12,Unplayed,,3,Unplayed,0.42857142857142855,7,Low Play Rate with Average Strength
Long-knives of Legolas, drawDeck,0.41736227045075125,599,High Play Rate with Average Strength,0.4662576687116564,163,High Play Rate with Average Strength,0.45714285714285713,35,High Play Rate with Average Strength
Orc Butcher, drawDeck,0.3146067415730337,89,Redeemable,0.4065040650406504,123,Average,0.46153846153846156,13,Average
Band of the Eye, drawDeck,0.3665338645418327,251,Redeemable,0.39,100,Redeemable,0.29411764705882354,17,Trash
Desperate Measures, drawDeck,0.16666666666666666,24,Trash,,4,Unplayed,,7,Trash
Tower Lieutenant, drawDeck,0.34615384615384615,52,Redeemable,0.3333333333333333,9,Redeemable,0.3333333333333333,3,Redeemable
Ancient Enmity, drawDeck,0.25,4,Unplayed,,1,Unplayed,0.42857142857142855,7,Low Play Rate with Average Strength
Curse Their Foul Feet, drawDeck,0.23076923076923078,13,Unplayed,0.5217391304347826,46,Average,,,N/A
The White Arrows of Lorien, drawDeck,0.2,20,Trash,0.5,12,Low Play Rate with Average Strength,,2,Unplayed
Tower of Barad-dur, drawDeck,0.23333333333333334,30,Trash,0.3333333333333333,15,Redeemable,0.2222222222222222,9,Trash
His Cruelty and Malice, drawDeck,0.16666666666666666,24,Trash,,5,Unplayed,0.3333333333333333,6,Redeemable
101_62, site,0.6057347670250897,279,Meta Dominating Power Picks,,,N/A,,,N/A
Here Lies Balin: Son of Fundin, drawDeck,0.5128205128205128,39,Low Play Rate with Average Strength,0.5384615384615384,39,Low Play Rate with Average Strength,,1,Unplayed
Morgul Hunter, drawDeck,0.49137931034482757,348,High Play Rate with Average Strength,0.39759036144578314,83,Redeemable,0.35294117647058826,17,Redeemable
Orc Soldier, drawDeck,0.41847826086956524,184,Average,0.45454545454545453,11,Low Play Rate with Average Strength,0.4,5,Low Play Rate with Average Strength
Bounder, drawDeck,0.5346901017576319,1081,High Play Rate with Average Strength,0.5280898876404494,445,High Play Rate with Average Strength,0.41509433962264153,53,High Play Rate with Average Strength
Glamdring, drawDeck,0.45012787723785164,782,High Play Rate with Average Strength,0.42771084337349397,332,High Play Rate with Average Strength,0.38095238095238093,42,Redeemable
